上げる (ageru),to finish doing ~,She finished writing her novel.,彼女は小説を書き上げた。,かのじょはしょうせつをかきあげた。,https://jlptsensei.com/wp-content/uploads/2020/01/ageru-上げる-上がる-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,139
上げる (ageru),to finish doing ~,This company has created a new product.,この会社は新製品を作り上げた。,このかいしゃはしんせいひんをつくりあげた。,https://jlptsensei.com/wp-content/uploads/2020/01/ageru-上げる-上がる-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,139
上げる (ageru),to finish doing ~,"A very good plan was completed, incorporating the opinions of everyone",みんなの意見を取り入れて、とてもいいプランが出来上がった。,みんなのいけんをとりいれて、とてもいいプランができあがった。,https://jlptsensei.com/wp-content/uploads/2020/01/ageru-上げる-上がる-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,139
上げる (ageru),to finish doing ~,I wrote my research report in one day.,研究のレポートを一日で書き上げた。,けんきゅうのレポートをいちにちでかきあげた。,https://jlptsensei.com/wp-content/uploads/2020/01/ageru-上げる-上がる-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,139
上げる (ageru),to finish doing ~,It is my job to bring the finished food to the customer.,出来上がった料理を、お客さんのところに運ぶのが私の仕事です。,できあがったりょうりを、おきゃくさんのところにはこぶのがわたしのしごとです。,https://jlptsensei.com/wp-content/uploads/2020/01/ageru-上げる-上がる-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,139
上げる (ageru),to finish doing ~,The new year's card I ordered was printed.,注文していた年賀状が刷り上がった。,ちゅうもんしていたねんがじょうがすりあがった。,https://jlptsensei.com/wp-content/uploads/2020/01/ageru-上げる-上がる-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,139
上げる (ageru),to finish doing ~,"When this powder is kneaded, it becomes a delicious Japanese sweet.",この粉を練り上げると、おいしい和菓子になります。,このこなをねりあげると、おいしいわがしになります。,https://jlptsensei.com/wp-content/uploads/2020/01/ageru-上げる-上がる-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,139
上げる (ageru),to finish doing ~,"Once the spaghetti has been boiled, quickly mix the sauce.",スパゲッティがゆで上がったら、素早くソースを絡めます。,スパゲッティがゆであがったら、すばやくソースをからめます。,https://jlptsensei.com/wp-content/uploads/2020/01/ageru-上げる-上がる-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,139
あまり (amari),so much… that,She was so happy that she cried.,嬉しさのあまり、彼女は涙を流しました。,うれしさのあまり、かのじょはなみだをながしました。,https://jlptsensei.com/wp-content/uploads/2020/01/amari-あまり-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,0
あまり (amari),so much… that,I was shocked by how cheap it was.,それのあまりの安さにおどろいた。,それのあまりのやすさにおどろいた。,https://jlptsensei.com/wp-content/uploads/2020/01/amari-あまり-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,0
あまり (amari),so much… that,During my presentation I was so nervous that I ended up making a mistake.,プレゼンのとき、緊張のあまり間違えてしまった。,プレゼンのとき、きんちょうのあまりまちがえてしまった。,https://jlptsensei.com/wp-content/uploads/2020/01/amari-あまり-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,0
あまり (amari),so much… that,I was speechless with anger.,怒りのあまり口がきけなかった。,いかりのあまりくちがきけなかった。,https://jlptsensei.com/wp-content/uploads/2020/01/amari-あまり-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,0
あまり (amari),so much… that,I was so worried I became sick.,私は苦悩のあまり、病気になりました。,わたしはくのうのあまり、びょうきになりました。,https://jlptsensei.com/wp-content/uploads/2020/01/amari-あまり-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,0
あまり (amari),so much… that,The father was so overcome with worry for his daughter that he collapsed.,父は娘を心配するあまり、倒れてしまった。,ちちはむすめをしんぱいするあまり、たおれてしまった。,https://jlptsensei.com/wp-content/uploads/2020/01/amari-あまり-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,0
あまり (amari),so much… that,I was so worried and unable to sleep for a while.,しばらくは心配のあまり、眠れない夜が続きました。,しばらくはしんぱいのあまり、ねれないよるがつづきました。,https://jlptsensei.com/wp-content/uploads/2020/01/amari-あまり-jlpt-n3-grammar-meaning-文法-例文-japanese-flashcards-600x338.png,0
